,job,education,housing,loan,y
32424,yes,yes,yes,no,0

32425,yes,no,no,no,0

32426,no,no,yes,no,1

32427,yes,no,yes,no,0

32428,yes,no,no,no,0

32429,yes,yes,yes,no,0

32430,yes,no,no,no,0

32431,yes,no,no,no,0

32432,no,no,yes,no,0

32433,yes,no,no,no,0

32434,yes,no,no,no,1

32435,yes,no,yes,no,0

32436,yes,no,yes,no,0

32437,yes,no,yes,no,0

32438,no,yes,no,no,0

32439,no,yes,yes,no,0

32440,yes,yes,yes,no,0

32441,yes,yes,yes,no,0

32442,yes,no,yes,no,0

32443,yes,yes,no,no,0

32444,yes,no,yes,no,1

32445,yes,no,no,no,0

32446,yes,no,no,no,0

32447,yes,no,no,no,0

32448,yes,no,no,no,0

32449,yes,no,yes,no,0

32450,yes,yes,yes,yes,0

32451,yes,no,no,no,0

32452,no,no,no,no,0

32453,yes,no,no,no,0

32454,yes,no,yes,no,0

32455,yes,no,yes,no,0

32456,yes,yes,yes,no,0

32457,yes,yes,yes,no,0

32458,yes,yes,no,yes,0

32459,yes,no,no,no,0

32460,yes,yes,yes,yes,0

32461,yes,no,yes,no,0

32462,yes,no,no,no,0

32463,yes,no,no,no,0

32464,yes,yes,yes,no,0

32465,no,no,yes,no,1

32466,yes,yes,no,no,0

32467,yes,yes,yes,no,0

32468,yes,yes,no,no,0

32469,yes,yes,yes,no,0

32470,yes,no,no,no,0

32471,yes,yes,no,no,0

32472,yes,no,no,no,0

32473,yes,yes,no,no,0

32474,yes,no,no,no,0

32475,yes,yes,yes,no,0

32476,yes,no,yes,no,0

32477,yes,yes,no,yes,0

32478,yes,no,yes,no,1

32479,yes,no,no,yes,0

32480,yes,yes,no,no,0

32481,yes,yes,yes,yes,0

32482,yes,no,yes,no,1

32483,yes,yes,no,no,0

32484,yes,yes,yes,no,0

32485,yes,yes,yes,yes,0

32486,yes,yes,yes,no,0

32487,no,no,yes,yes,0

32488,yes,no,no,no,0

32489,yes,no,no,no,0

32490,no,no,yes,no,0

32491,yes,no,yes,no,0

32492,yes,yes,no,no,0

32493,yes,yes,no,no,0

32494,yes,no,no,no,0

32495,yes,yes,yes,no,0

32496,yes,no,yes,yes,0

32497,yes,no,no,no,1

32498,yes,yes,yes,no,0

32499,yes,no,yes,no,0

32500,no,no,yes,no,0

32501,yes,no,no,no,0

32502,yes,no,no,no,0

32503,yes,yes,yes,no,0

32504,yes,yes,yes,no,0

32505,no,yes,yes,no,0

32506,yes,no,yes,yes,0

32507,yes,no,yes,no,0

32508,no,yes,yes,yes,0

32509,yes,yes,yes,no,0

32510,yes,no,yes,no,0

32511,yes,yes,yes,no,0

32512,yes,no,yes,no,0

32513,yes,no,no,no,0

32514,yes,yes,no,no,1

32515,no,yes,yes,no,0

32516,yes,no,yes,no,0

32517,yes,yes,no,yes,0

32518,no,yes,yes,no,0

32519,yes,no,no,no,0

32520,yes,yes,no,no,0

32521,no,no,yes,no,0

32522,yes,no,no,no,0

32523,yes,no,no,no,0

32524,no,yes,yes,no,0

32525,no,yes,no,no,0

32526,yes,no,yes,no,0

32527,yes,yes,no,no,0

32528,yes,yes,no,no,1

32529,yes,yes,no,no,0

32530,yes,no,yes,yes,0

32531,yes,yes,yes,yes,0

32532,yes,yes,no,no,0

32533,yes,yes,yes,no,1

32534,yes,yes,yes,no,0

32535,yes,no,yes,no,0

32536,yes,yes,yes,no,0

32537,yes,yes,yes,no,0

32538,yes,yes,no,no,0

32539,no,no,no,yes,0

32540,no,no,yes,no,0

32541,yes,yes,yes,no,0

32542,yes,no,no,no,0

32543,yes,yes,yes,no,0

32544,yes,no,yes,no,0

32545,yes,no,yes,yes,0

32546,yes,yes,yes,no,0

32547,yes,no,yes,no,0

32548,no,no,no,no,0

32549,yes,no,yes,no,0

32550,no,no,yes,no,0

32551,yes,no,no,no,1

32552,yes,no,no,no,0

32553,yes,yes,yes,no,1

32554,no,no,yes,no,0

32555,yes,yes,yes,no,0

32556,no,no,no,no,0

32557,yes,no,yes,no,0

32558,yes,yes,yes,yes,1

32559,yes,no,yes,no,0

32560,yes,yes,no,no,0

32561,yes,no,yes,yes,0

32562,yes,no,yes,yes,0

32563,yes,yes,no,no,0

32564,yes,yes,no,no,0

32565,yes,yes,yes,no,0

32566,yes,no,yes,no,0

32567,yes,yes,yes,no,0

32568,yes,no,no,no,0

32569,yes,yes,yes,no,0

32570,yes,no,yes,no,0

32571,yes,yes,yes,no,0

32572,yes,no,no,no,0

32573,no,no,yes,no,0

32574,yes,no,no,no,0

32575,yes,yes,no,yes,0

32576,no,yes,no,no,1

32577,yes,yes,no,no,0

32578,yes,no,yes,yes,0

32579,yes,yes,yes,no,1

32580,yes,no,yes,yes,0

32581,yes,no,yes,no,0

32582,yes,no,yes,no,0

32583,yes,yes,no,no,1

32584,yes,no,no,no,0

32585,no,yes,no,no,0

32586,no,no,yes,no,0

32587,yes,no,no,no,0

32588,yes,yes,yes,no,0

32589,yes,yes,no,no,0

32590,yes,yes,yes,yes,0

32591,yes,yes,no,no,0

32592,yes,no,no,no,0

32593,yes,no,no,no,0

32594,no,no,no,no,0

32595,yes,yes,yes,no,0

32596,yes,yes,yes,no,0

32597,no,no,yes,no,0

32598,yes,yes,no,no,0

32599,yes,no,no,no,0

32600,yes,yes,no,no,0

32601,yes,no,no,yes,0

32602,yes,no,no,no,0

32603,yes,no,yes,no,0

32604,yes,yes,no,yes,0

32605,yes,no,no,yes,0

32606,yes,no,yes,no,0

32607,yes,no,no,no,0

32608,yes,no,no,no,0

32609,yes,yes,yes,yes,0

32610,yes,yes,yes,no,0

32611,yes,yes,no,no,0

32612,no,no,no,no,1

32613,no,no,yes,no,0

32614,yes,no,no,no,0

32615,yes,yes,yes,no,1

32616,no,no,no,no,0

32617,yes,no,no,no,0

32618,yes,yes,no,no,0

32619,yes,no,no,no,0

32620,yes,no,yes,no,0

32621,yes,no,no,no,0

32622,yes,no,no,no,1

32623,yes,no,yes,no,0

32624,no,yes,no,no,0

32625,no,yes,yes,no,1

32626,no,yes,no,yes,0

32627,yes,no,no,no,0

32628,yes,yes,no,no,0

32629,yes,no,no,no,0

32630,yes,no,yes,no,0

32631,yes,no,yes,no,0

32632,yes,yes,no,no,0

32633,yes,yes,no,no,0

32634,yes,yes,yes,no,1

32635,yes,yes,yes,no,0

32636,no,yes,yes,no,0

32637,yes,yes,yes,yes,0

32638,yes,no,yes,no,0

32639,no,no,no,no,0

32640,yes,no,no,no,0

32641,yes,no,yes,no,0

32642,no,no,no,no,0

32643,yes,no,no,no,0

32644,yes,no,yes,no,0

32645,yes,no,no,yes,0

32646,no,yes,no,no,0

32647,yes,yes,no,no,0

32648,yes,no,no,no,0

32649,yes,yes,no,no,0

32650,yes,no,yes,no,0

32651,yes,no,no,no,0

32652,yes,yes,no,no,0

32653,no,yes,no,no,0

32654,yes,no,no,no,1

32655,yes,yes,yes,no,0

32656,yes,no,no,no,0

32657,yes,no,yes,no,0

32658,yes,yes,yes,no,0

32659,yes,no,yes,yes,0

32660,yes,no,yes,no,1

32661,yes,no,yes,no,0

32662,no,no,yes,no,0

32663,yes,yes,no,no,0

32664,no,no,yes,yes,1

32665,yes,yes,no,no,0

32666,yes,no,no,no,0

32667,yes,no,yes,no,0

32668,yes,yes,yes,no,1

32669,yes,yes,no,no,0

32670,yes,yes,yes,no,1

32671,yes,no,no,no,0

32672,no,no,no,no,0

32673,yes,no,no,no,0

32674,yes,no,yes,no,0

32675,yes,yes,no,no,0

32676,no,no,no,no,0

32677,yes,no,no,no,0

32678,yes,no,yes,no,1

32679,yes,yes,no,no,0

32680,yes,yes,yes,no,1

32681,yes,no,no,no,0

32682,yes,yes,yes,yes,0

32683,no,yes,yes,yes,0

32684,yes,no,no,no,0

32685,yes,yes,yes,no,0

32686,yes,yes,no,no,0

32687,yes,no,yes,no,0

32688,yes,no,yes,no,0

32689,yes,yes,no,no,0

32690,no,yes,no,no,0

32691,yes,no,no,no,0

32692,yes,no,no,no,1

32693,yes,no,yes,no,0

32694,yes,yes,no,no,0

32695,yes,no,yes,no,0

32696,yes,no,yes,yes,0

32697,yes,yes,no,no,1

32698,yes,no,yes,no,1

32699,yes,yes,yes,no,1

32700,yes,no,yes,no,0

32701,no,yes,yes,no,0

32702,yes,no,yes,no,0

32703,yes,no,yes,no,0

32704,yes,yes,no,no,0

32705,yes,no,yes,yes,0

32706,yes,no,yes,yes,0

32707,yes,no,no,yes,0

32708,yes,no,no,no,0

32709,yes,no,yes,no,0

32710,yes,no,no,yes,0

32711,yes,yes,no,no,0

32712,yes,no,yes,no,1

32713,no,yes,no,no,0

32714,yes,yes,no,no,0

32715,yes,yes,no,no,0

32716,yes,no,no,no,0

32717,yes,no,yes,no,1

32718,yes,yes,no,no,0

32719,yes,no,no,no,0

32720,no,yes,yes,no,0

32721,no,yes,no,no,0

32722,yes,yes,no,yes,0

32723,no,yes,yes,no,0

32724,yes,no,yes,yes,0

32725,no,yes,yes,no,0

32726,yes,no,no,no,0

32727,yes,yes,no,no,0

32728,yes,no,no,no,0

32729,yes,no,yes,no,0

32730,yes,no,no,no,0

32731,yes,yes,yes,yes,0

32732,yes,no,no,yes,0

32733,yes,yes,yes,no,0

32734,yes,yes,no,yes,0

32735,yes,no,no,no,0

32736,yes,no,no,no,0

32737,yes,no,yes,no,0

32738,yes,no,yes,no,0

32739,yes,no,no,no,0

32740,yes,no,no,no,0

32741,yes,yes,yes,no,0

32742,no,yes,yes,yes,0

32743,no,no,no,no,0

32744,yes,yes,no,no,0

32745,no,yes,no,no,0

32746,yes,no,yes,yes,0

32747,no,yes,no,no,0

32748,yes,no,yes,no,0

32749,yes,yes,no,no,0

32750,no,yes,no,no,0

32751,yes,yes,yes,yes,0

32752,yes,yes,no,no,0

32753,yes,no,no,no,0

32754,yes,no,yes,no,0

32755,yes,no,yes,no,0

32756,yes,yes,yes,no,0

32757,yes,yes,yes,no,1

32758,yes,no,yes,no,0

32759,yes,no,yes,no,0

32760,no,no,yes,no,0

32761,yes,no,no,no,1

32762,no,no,yes,no,1

32763,yes,no,no,no,0

32764,yes,no,no,yes,0

32765,yes,yes,no,yes,0

32766,yes,no,yes,no,0

32767,yes,no,no,no,0

32768,yes,no,no,no,0

32769,yes,yes,yes,yes,0

32770,yes,yes,yes,no,0

32771,yes,no,yes,no,0

32772,yes,yes,no,no,0

32773,yes,yes,no,yes,0

32774,yes,no,yes,no,0

32775,yes,yes,yes,no,0

32776,yes,yes,no,no,0

32777,yes,yes,no,no,0

32778,yes,no,yes,no,0

32779,no,yes,yes,no,0

32780,yes,no,no,no,0

32781,yes,yes,no,no,1

32782,yes,no,yes,yes,0

32783,no,no,yes,no,0

32784,yes,yes,yes,no,0

32785,yes,no,yes,no,0

32786,yes,yes,no,no,0

32787,yes,no,no,no,0

32788,no,no,yes,no,0

32789,yes,no,no,no,0

32790,yes,no,yes,yes,0

32791,yes,no,no,no,1

32792,no,no,yes,no,0

32793,yes,no,yes,no,0

32794,yes,no,yes,no,0

32795,yes,no,no,no,0

32796,yes,no,no,no,0

32797,yes,yes,no,no,0

32798,yes,no,yes,no,0

32799,yes,no,yes,no,0

32800,yes,yes,no,no,1

32801,yes,no,yes,no,0

32802,yes,yes,no,yes,0

32803,yes,yes,yes,no,0

32804,yes,no,no,no,0

32805,yes,yes,yes,no,0

32806,yes,no,yes,yes,0

32807,yes,no,yes,no,1

32808,yes,yes,yes,no,1

32809,yes,no,no,no,1

32810,yes,yes,no,no,0

32811,yes,no,yes,no,0

32812,yes,yes,no,no,0

32813,yes,yes,yes,no,0

32814,yes,yes,yes,no,1

32815,no,no,yes,no,0

32816,yes,no,yes,no,0

32817,yes,no,yes,no,0

32818,yes,yes,no,no,0

32819,yes,yes,no,no,0

32820,yes,yes,yes,no,0

32821,yes,no,no,no,0

32822,yes,no,no,no,0

32823,yes,yes,yes,no,1

32824,yes,no,yes,no,0

32825,no,yes,yes,no,1

32826,no,no,no,no,0

32827,yes,yes,no,no,0

32828,yes,no,no,no,0

32829,no,yes,no,no,1

32830,yes,no,yes,yes,0

32831,yes,no,no,no,1

32832,yes,no,no,yes,0

32833,yes,no,yes,no,0

32834,yes,no,yes,yes,0

32835,yes,yes,yes,no,0

32836,yes,yes,yes,no,0

32837,yes,no,no,no,0

32838,yes,yes,no,no,0

32839,yes,yes,yes,no,0

32840,yes,yes,no,no,0

32841,yes,no,yes,no,0

32842,yes,no,yes,no,0

32843,yes,no,no,no,1

32844,yes,no,yes,yes,0

32845,yes,yes,no,no,0

32846,yes,yes,yes,yes,0

32847,yes,yes,yes,no,0

32848,yes,no,no,no,0

32849,yes,no,no,no,0

32850,no,yes,no,no,1

32851,yes,no,no,no,0

32852,yes,yes,yes,no,0

32853,yes,yes,no,no,0

32854,no,yes,no,no,0

32855,yes,yes,yes,no,0

32856,yes,no,no,no,0

32857,yes,yes,no,no,0

32858,yes,yes,no,no,0

32859,yes,yes,yes,no,0

32860,yes,yes,no,no,0

32861,yes,no,yes,no,0

32862,yes,no,yes,no,0

32863,yes,no,yes,no,0

32864,yes,no,yes,no,0

32865,yes,yes,yes,no,0

32866,yes,no,yes,no,0

32867,yes,no,no,no,0

32868,no,yes,yes,no,0

32869,no,yes,yes,no,0

32870,yes,yes,no,no,1

32871,yes,no,no,no,0

32872,no,yes,yes,no,0

32873,yes,no,no,no,0

32874,yes,yes,no,no,1

32875,yes,yes,yes,no,0

32876,yes,no,yes,no,0

32877,yes,yes,yes,no,0

32878,yes,yes,yes,no,1

32879,yes,no,no,no,0

32880,yes,no,no,no,0

32881,yes,no,yes,no,0

32882,yes,no,no,no,0

32883,yes,yes,yes,no,0

32884,no,yes,yes,no,0

32885,yes,no,no,no,0

32886,yes,yes,yes,no,0

32887,yes,yes,yes,no,0

32888,yes,no,no,yes,0

32889,yes,yes,yes,no,0

32890,yes,yes,no,no,0

32891,yes,no,no,no,0

32892,yes,no,yes,no,0

32893,no,yes,yes,no,0

32894,yes,no,no,no,0

32895,yes,no,no,no,0

32896,yes,no,no,yes,0

32897,yes,no,yes,no,0

32898,yes,no,no,yes,0

32899,yes,no,no,yes,1

32900,yes,yes,yes,yes,0

32901,yes,yes,yes,no,0

32902,yes,no,yes,no,0

32903,yes,no,no,no,0

32904,yes,no,no,no,0

32905,yes,yes,no,no,0

32906,yes,no,yes,no,0

32907,no,yes,yes,no,0

32908,yes,yes,yes,no,0

32909,yes,yes,yes,no,0

32910,yes,no,yes,yes,0

32911,yes,no,no,no,0

32912,yes,no,yes,no,0

32913,yes,no,no,no,0

32914,no,yes,yes,no,0

32915,yes,no,yes,no,1

32916,yes,yes,no,no,0

32917,yes,no,yes,no,0

32918,yes,yes,yes,no,0

32919,yes,no,yes,no,0

32920,yes,yes,yes,no,0

32921,yes,no,yes,yes,0

32922,yes,no,yes,yes,0

32923,yes,no,no,no,0

32924,yes,no,yes,no,1

32925,yes,yes,no,no,0

32926,yes,yes,no,no,0

32927,yes,no,no,yes,0

32928,yes,yes,no,yes,0

32929,no,yes,yes,no,0

32930,yes,no,no,yes,1

32931,yes,no,yes,no,0

32932,yes,no,no,yes,0

32933,yes,no,yes,no,0

32934,yes,no,no,no,0

32935,yes,yes,yes,no,1

32936,yes,yes,yes,no,0

32937,yes,no,no,yes,0

32938,yes,yes,yes,no,1

32939,yes,no,yes,no,0

32940,yes,no,yes,no,0

32941,yes,yes,no,yes,0

32942,yes,yes,no,no,0

32943,yes,no,no,no,0

32944,no,no,yes,no,1

32945,yes,no,no,no,0

32946,yes,yes,no,no,0

32947,yes,no,no,no,0

32948,yes,yes,no,no,0

32949,yes,no,yes,no,0

32950,no,no,no,no,0

32951,yes,yes,yes,no,0

32952,yes,no,yes,no,0

32953,yes,yes,no,no,0

32954,yes,yes,no,no,0

32955,yes,no,yes,yes,0

32956,no,no,yes,no,0

32957,yes,no,no,no,0

32958,no,no,yes,no,0

32959,yes,no,no,no,0

32960,yes,no,yes,no,1

32961,yes,yes,yes,no,0

32962,no,no,no,no,0

32963,yes,no,yes,no,0

32964,yes,no,yes,no,0

32965,yes,yes,yes,no,0

32966,yes,yes,yes,no,0

32967,no,yes,no,no,0

32968,yes,no,yes,no,0

32969,yes,no,no,no,0

32970,yes,no,no,no,0

32971,yes,yes,no,yes,0

32972,yes,yes,yes,no,0

32973,yes,yes,yes,yes,1

32974,yes,yes,yes,no,0

32975,yes,no,yes,no,0

32976,yes,no,yes,no,0

32977,no,no,no,no,0

32978,no,no,no,yes,0

32979,yes,yes,yes,no,0

32980,yes,yes,yes,no,0

32981,yes,no,yes,no,0

32982,yes,no,yes,no,0

32983,no,yes,yes,no,1

32984,yes,no,no,no,0

32985,yes,no,yes,yes,0

32986,yes,yes,no,yes,0

32987,yes,yes,yes,no,0

32988,yes,yes,no,no,0

32989,no,no,yes,no,0

32990,yes,yes,no,yes,0

32991,yes,no,no,no,0

32992,yes,no,yes,yes,0

32993,no,no,yes,no,0

32994,no,no,yes,no,1

32995,yes,no,yes,no,0

32996,yes,no,no,no,0

32997,yes,yes,yes,no,0

32998,yes,yes,no,no,0

32999,yes,yes,yes,no,0

33000,yes,yes,yes,no,0

33001,yes,yes,no,no,0

33002,yes,no,yes,no,0

33003,no,yes,no,no,0

33004,yes,no,yes,no,1

33005,yes,no,no,no,0

33006,yes,no,no,no,0

33007,yes,no,yes,yes,0

33008,no,no,no,no,1

33009,yes,yes,yes,no,0

33010,no,no,yes,yes,0

33011,yes,no,no,no,0

33012,yes,yes,yes,no,0

33013,no,yes,no,no,0

33014,yes,no,yes,no,0

33015,no,yes,no,no,0

33016,yes,yes,no,yes,0

33017,yes,no,yes,no,0

33018,yes,no,no,no,0

33019,yes,yes,yes,no,0

33020,no,no,yes,no,0

33021,yes,yes,yes,no,0

33022,yes,no,yes,no,0

33023,yes,no,no,no,0

33024,yes,yes,yes,no,0

33025,yes,no,no,no,0

33026,no,no,yes,no,0

33027,yes,yes,no,no,0

33028,no,yes,yes,no,0

33029,no,yes,yes,no,0

33030,no,yes,yes,no,0

33031,yes,yes,yes,no,1

33032,no,yes,no,no,0

33033,yes,no,yes,no,0

33034,yes,no,yes,no,1

33035,yes,no,yes,no,0

33036,no,no,no,no,1

33037,yes,yes,yes,no,0

33038,yes,no,no,no,0

33039,yes,yes,yes,no,0

33040,yes,yes,yes,no,0

33041,yes,no,yes,no,0

33042,yes,no,no,no,0

33043,no,yes,yes,no,0

33044,yes,no,yes,no,0

33045,yes,no,yes,no,0

33046,yes,yes,yes,no,0

33047,yes,yes,yes,yes,0

33048,yes,yes,yes,no,0

33049,yes,yes,yes,yes,0

33050,yes,yes,yes,no,0

33051,yes,yes,no,no,0

33052,yes,yes,no,no,0

33053,yes,yes,yes,no,0

33054,no,yes,yes,no,1

33055,yes,yes,no,no,0

33056,yes,yes,no,yes,0

33057,yes,yes,yes,no,0

33058,yes,yes,no,no,0

33059,yes,no,yes,no,0

33060,yes,yes,yes,no,0

33061,yes,no,yes,no,0

33062,yes,yes,yes,no,1

33063,yes,yes,no,no,0

33064,yes,no,yes,no,0

33065,yes,no,yes,no,0

33066,yes,no,yes,no,0

33067,yes,no,yes,no,0

33068,yes,yes,yes,no,0

33069,yes,no,yes,no,0

33070,no,yes,yes,yes,1

33071,yes,no,yes,no,1

33072,yes,no,yes,no,0

33073,no,yes,yes,no,0

33074,yes,no,yes,no,0

33075,yes,yes,yes,yes,0

33076,yes,yes,yes,yes,0

33077,yes,no,no,no,0

33078,yes,yes,yes,no,0

33079,no,no,yes,no,1

33080,yes,no,yes,no,0

33081,yes,no,yes,no,0

33082,no,yes,no,no,1

33083,yes,no,yes,no,0

33084,yes,no,yes,no,0

33085,yes,no,no,no,0

33086,yes,yes,yes,no,0

33087,yes,no,yes,no,0

33088,yes,no,no,no,0

33089,yes,no,no,no,0

33090,yes,yes,no,no,0

33091,no,yes,no,no,0

33092,yes,yes,yes,no,0

33093,yes,yes,no,no,0

33094,yes,yes,no,no,0

33095,yes,yes,no,no,0

33096,yes,yes,yes,no,1

33097,yes,yes,no,no,0

33098,yes,no,no,yes,0

33099,yes,no,no,yes,0

33100,no,no,yes,no,1

33101,yes,yes,yes,no,0

33102,yes,yes,yes,no,0

33103,yes,yes,no,no,0

33104,yes,no,yes,no,0

33105,yes,no,no,no,0

33106,yes,no,yes,no,1

33107,yes,yes,yes,no,0

33108,yes,yes,no,no,1

33109,yes,no,yes,no,0

33110,yes,no,yes,no,0

33111,yes,no,no,no,1

33112,yes,no,no,no,0

33113,no,no,yes,yes,0

33114,no,yes,yes,no,0

33115,yes,yes,no,no,1

33116,yes,no,yes,no,0

33117,yes,no,no,no,0

33118,yes,yes,no,no,0

33119,yes,yes,no,no,0

33120,yes,no,no,no,0

33121,no,yes,no,yes,0

33122,yes,yes,no,no,0

33123,yes,no,no,no,1

33124,yes,no,yes,no,0

33125,yes,no,yes,yes,0

33126,yes,yes,no,no,0

33127,yes,no,yes,no,0

33128,yes,yes,yes,yes,0

33129,yes,yes,yes,no,0

33130,yes,yes,no,no,0

33131,yes,yes,yes,no,0

33132,yes,yes,no,no,0

33133,yes,no,no,yes,0

33134,no,no,yes,no,1

33135,yes,no,no,no,0

33136,yes,yes,yes,no,0

33137,yes,no,yes,yes,1

33138,yes,yes,yes,no,0

33139,yes,no,yes,yes,0

33140,yes,yes,no,no,0

33141,yes,yes,yes,no,0

33142,no,no,yes,no,0

33143,yes,yes,no,no,0

33144,yes,no,no,no,0

33145,yes,yes,no,yes,0

33146,yes,yes,yes,yes,0

33147,yes,yes,yes,no,0

33148,no,yes,no,yes,0

33149,yes,yes,no,no,0

33150,yes,no,no,no,0

33151,yes,no,no,yes,0

33152,yes,no,yes,no,0

33153,yes,no,no,no,0

33154,yes,yes,no,no,1

33155,yes,yes,no,yes,0

33156,no,yes,yes,no,0

33157,yes,yes,yes,no,0

33158,no,yes,no,no,1

33159,yes,no,yes,no,0

33160,yes,no,no,no,0

33161,yes,yes,no,no,0

33162,yes,no,no,no,0

33163,yes,yes,no,no,0

33164,yes,yes,no,no,0

33165,yes,no,yes,no,0

33166,yes,yes,yes,no,1

33167,no,yes,yes,no,1

33168,yes,yes,no,no,0

33169,yes,yes,yes,no,0

33170,no,yes,no,no,0

33171,yes,yes,no,no,0

33172,no,yes,yes,no,0

33173,yes,yes,yes,no,0

33174,yes,no,yes,no,0

33175,yes,no,no,no,0

33176,yes,yes,no,no,0

33177,yes,no,yes,no,0

33178,yes,no,yes,no,0

33179,yes,yes,yes,no,0

33180,yes,yes,yes,no,0

33181,yes,no,yes,no,0

33182,yes,yes,yes,no,0

33183,yes,no,yes,no,0

33184,yes,no,yes,no,0

33185,yes,no,no,no,0

33186,yes,yes,yes,no,0

33187,yes,no,yes,no,0

33188,no,no,no,no,0

33189,yes,no,yes,no,0

33190,yes,yes,yes,no,0

33191,yes,yes,yes,no,0

33192,yes,no,yes,no,0

33193,yes,no,no,no,0

33194,yes,yes,yes,no,0

33195,yes,no,yes,yes,0

33196,yes,no,no,no,0

33197,yes,no,no,no,0

33198,yes,no,yes,no,0

33199,yes,no,no,no,0

33200,yes,no,no,no,0

33201,yes,yes,yes,no,0

33202,yes,no,no,no,0

33203,yes,no,yes,yes,0

33204,yes,no,no,no,0

33205,yes,yes,no,no,0

33206,yes,yes,no,no,0

33207,yes,yes,no,no,0

33208,no,no,yes,no,0

33209,yes,yes,yes,no,0

33210,yes,no,yes,yes,0

33211,yes,yes,no,no,0

33212,yes,no,yes,no,0

33213,no,no,no,yes,0

33214,yes,yes,no,no,0

33215,yes,no,yes,yes,1

33216,yes,yes,no,no,0

33217,yes,no,no,no,0

33218,yes,no,yes,no,0

33219,yes,yes,yes,no,0

33220,yes,no,no,yes,0

33221,no,yes,no,no,0

33222,yes,no,yes,no,0

33223,yes,no,no,no,0

33224,yes,yes,yes,no,0

33225,yes,no,yes,no,1

33226,yes,no,yes,no,0

33227,yes,no,no,no,0

33228,yes,no,no,no,0

33229,yes,yes,yes,no,0

33230,yes,yes,yes,no,0

33231,no,yes,yes,yes,0

33232,yes,yes,yes,no,0

33233,yes,yes,yes,yes,0

33234,yes,yes,yes,no,0

33235,yes,yes,yes,no,0

33236,yes,no,no,yes,0

33237,yes,no,no,no,1

33238,no,yes,yes,no,0

33239,yes,no,no,no,0

33240,yes,no,yes,no,0

33241,yes,yes,no,yes,0

33242,no,no,yes,yes,0

33243,yes,no,yes,no,0

33244,no,no,yes,no,0

33245,no,no,no,no,0

33246,yes,yes,yes,no,0

33247,yes,yes,yes,no,0

33248,yes,no,no,no,0

33249,yes,yes,yes,no,0

33250,yes,yes,yes,no,0

33251,yes,no,yes,yes,0

33252,yes,yes,yes,yes,1

33253,yes,no,no,no,0

33254,yes,yes,no,no,0

33255,yes,no,yes,no,0

33256,yes,yes,yes,no,0

33257,yes,no,no,no,0

33258,no,yes,yes,no,0

33259,yes,no,no,no,1

33260,yes,yes,no,yes,0

33261,yes,no,no,no,0

33262,yes,no,no,yes,0

33263,yes,no,yes,no,0

33264,yes,yes,no,no,0

33265,yes,no,yes,no,0

33266,yes,yes,yes,no,0

33267,yes,no,yes,no,0

33268,yes,no,yes,yes,0

33269,yes,no,no,no,0

33270,yes,yes,no,yes,1

33271,no,no,yes,yes,0

33272,yes,yes,no,no,0

33273,yes,yes,yes,no,0

33274,yes,no,no,no,0

33275,yes,yes,yes,no,0

33276,yes,yes,no,no,0

33277,yes,no,no,yes,0

33278,yes,no,yes,no,0

33279,yes,no,yes,no,0

33280,yes,yes,yes,no,0

33281,yes,no,no,no,0

33282,no,no,no,no,0

33283,yes,no,no,yes,0

33284,yes,no,no,no,0

33285,yes,yes,yes,no,0

33286,yes,yes,no,no,0

33287,yes,no,no,no,0

33288,no,no,yes,no,0

33289,no,no,no,no,0

33290,yes,yes,no,no,0

33291,yes,yes,yes,yes,0

33292,no,yes,no,no,0

33293,no,yes,yes,no,0

33294,yes,no,yes,no,0

33295,yes,no,yes,no,0

33296,yes,yes,yes,no,0

33297,yes,no,yes,no,0

